,process_num,iso_level,anomaly,txn_proceeded,txn_succeeded,txn_correct,txn_retries,retry_time,avg_latency,50_percentile_latency,95_percentile_latency,99_percentile_latency
96,8,RR,LU,2,1,2,1,1,0.056675217,0.056675217,0.10490639879999997,0.10919361495999998
463,8,S,PR,2,2,2,0,0,0.014784276000000013,0.014784276000000013,0.024735594000000014,0.025620155600000014
788,8,S,WS,2,1,2,1,1,0.05634439550000003,0.05634439550000003,0.10374312095000006,0.10795634099000007
677,8,RC,WS,2,2,2,0,0,0.0035880925000000286,0.0035880925000000286,0.004920183850000026,0.005038591970000026
360,8,RC,PR,2,2,2,0,0,0.013852052000000004,0.013852052000000004,0.023419808900000005,0.024270276180000005
359,8,RC,PR,2,2,1,0,0,0.011614496499999988,0.011614496499999988,0.019664317449999965,0.020379857089999964
358,8,RC,PR,2,2,1,0,0,0.018579056999999982,0.018579056999999982,0.028952072699999967,0.029874118539999966
787,8,S,WS,2,2,2,0,0,0.003132475999999995,0.003132475999999995,0.0032454890000000124,0.003255534600000014
786,8,S,WS,2,1,2,1,1,0.058004224500000034,0.058004224500000034,0.10684271145000006,0.11118391029000006
785,8,S,WS,2,1,2,1,1,0.05885735799999997,0.05885735799999997,0.10937025579999994,0.11386029115999995
784,8,S,WS,2,2,2,0,0,0.006312427000000009,0.006312427000000009,0.008398773700000044,0.008584226740000048
783,8,S,WS,2,2,2,0,0,0.007885474000000003,0.007885474000000003,0.011673869200000015,0.012010615440000016
782,8,S,WS,2,1,2,1,1,0.0572663085,0.0572663085,0.10660533855,0.11099103011
357,8,RC,PR,2,2,1,0,0,0.020226350000000004,0.020226350000000004,0.03419319710000002,0.03543469462000002
680,8,RC,WS,2,2,2,0,0,0.004353042500000015,0.004353042500000015,0.005819435449999966,0.005949781489999961
575,8,RR,RS,2,2,2,0,0,0.002803449999999985,0.002803449999999985,0.003344094400000036,0.0033921516800000406
678,8,RC,WS,2,2,2,0,0,0.004693248500000025,0.004693248500000025,0.006123457849999986,0.006250587569999982
574,8,RR,RS,2,2,2,0,0,0.002892908000000083,0.002892908000000083,0.0033107456000000756,0.003347886720000075
676,8,RC,WS,2,2,2,0,0,0.003565929500000009,0.003565929500000009,0.004091065550000017,0.0041377443100000175
255,8,RR,NR,2,2,2,0,0,0.0034413864999999766,0.0034413864999999766,0.003949279449999993,0.003994425489999994
254,8,RR,NR,2,2,2,0,0,0.004231326499999993,0.004231326499999993,0.005421459949999971,0.005527249589999969
253,8,RR,NR,2,2,2,0,0,0.0026904170000000005,0.0026904170000000005,0.0031900690999999703,0.0032344826199999675
252,8,RR,NR,2,2,2,0,0,0.0027865940000000033,0.0027865940000000033,0.003022863800000017,0.003043865560000018
251,8,RR,NR,2,2,2,0,0,0.0024213124999999946,0.0024213124999999946,0.0025287234499999757,0.002538271089999974
250,8,RR,NR,4,2,4,2,2,0.05612243624999999,0.0560032815,0.11001075494999997,0.11035341338999997
197,8,RC,NR,2,2,2,0,0,0.009037448500000017,0.009037448500000017,0.014450924650000009,0.01493212253000001
198,8,RC,NR,2,2,2,0,0,0.004578150500000017,0.004578150500000017,0.0047590959500000115,0.004775179990000011
199,8,RC,NR,2,2,2,0,0,0.0036285815000000055,0.0036285815000000055,0.004733263550000022,0.004831457510000023
200,8,RC,NR,2,2,2,0,0,0.005607779499999993,0.005607779499999993,0.007723832049999993,0.007911925609999993
201,8,RC,NR,2,2,2,0,0,0.0027821590000000063,0.0027821590000000063,0.0029259709000000246,0.002938754180000026
202,8,RC,NR,4,4,4,0,0,0.002975454500000016,0.0030180160000000122,0.0033098752500000162,0.0033248518500000167
675,8,RC,WS,2,2,2,0,0,0.0037629114999999935,0.0037629114999999935,0.00513872395000001,0.005261018390000012
684,9,RC,WS,2,2,2,0,0,0.004985877999999999,0.004985877999999999,0.0067380781000000054,0.006893829220000006
683,9,RC,WS,2,2,2,0,0,0.0030289829999999573,0.0030289829999999573,0.0031346465999999213,0.003144038919999918
102,9,RR,LU,2,2,2,0,0,0.007335142000000017,0.007335142000000017,0.008578598199999992,0.00868912763999999
578,9,RR,RS,2,2,2,0,0,0.005688514500000019,0.005688514500000019,0.008487590550000017,0.008736397310000019
687,9,RC,WS,2,2,2,0,0,0.002861343000000016,0.002861343000000016,0.0030716856000000126,0.0030903827200000123
688,9,RC,WS,2,2,2,0,0,0.00302814899999998,0.00302814899999998,0.0031541787000000155,0.0031653813400000187
689,9,RC,WS,2,2,2,0,0,0.003671931000000017,0.003671931000000017,0.003733653900000028,0.003739140380000029
690,9,RC,WS,2,2,2,0,0,0.003547574499999928,0.003547574499999928,0.00468705144999994,0.004788338289999941
691,9,RC,WS,2,2,2,0,0,0.0041944435000000335,0.0041944435000000335,0.004240011850000042,0.004244062370000043
99,9,RR,LU,2,2,2,0,0,0.006929584000000044,0.006929584000000044,0.008671164100000045,0.008825971220000044
98,9,RR,LU,2,2,2,0,0,0.012551895499999965,0.012551895499999965,0.018662519749999967,0.019205686349999966
97,9,RR,LU,2,1,2,1,1,0.091734557,0.091734557,0.17054593880000002,0.17755139496000003
630,9,S,RS,2,2,2,0,0,0.005848532000000017,0.005848532000000017,0.009067530499999999,0.009353663699999997
631,9,S,RS,2,2,2,0,0,0.005848400000000031,0.005848400000000031,0.008581393100000029,0.008824325820000029
632,9,S,RS,2,2,2,0,0,0.00500837750000005,0.00500837750000005,0.006783835850000042,0.006941654370000041
633,9,S,RS,2,1,2,1,1,0.05671367699999996,0.05671367699999996,0.10542531029999996,0.10975523325999997
634,9,S,RS,2,2,2,0,0,0.003324737500000008,0.003324737500000008,0.003365664549999986,0.003369302509999984
635,9,S,RS,2,2,2,0,0,0.003394305000000014,0.003394305000000014,0.003865565700000015,0.003907455540000015
636,9,S,RS,2,2,2,0,0,0.0028430919999999915,0.0028430919999999915,0.003191155299999915,0.003222094259999908
637,9,S,RS,2,2,2,0,0,0.0034831965000000076,0.0034831965000000076,0.004486186650000018,0.004575341330000019
638,9,S,RS,2,2,2,0,0,0.008272495499999977,0.008272495499999977,0.01224418334999997,0.01259722226999997
100,9,RR,LU,2,1,2,1,1,0.10320876750000002,0.10320876750000002,0.19207413434999998,0.19997327806999998
577,9,RR,RS,2,2,2,0,0,0.003248872499999944,0.003248872499999944,0.0035872144499999757,0.0036172892899999786
101,9,RR,LU,2,1,2,1,1,0.059416498499999915,0.059416498499999915,0.1068453604499999,0.1110612592899999
104,9,RR,LU,2,1,2,1,1,0.10367837200000007,0.10367837200000007,0.19177655410000005,0.19960750362000007
579,9,RR,RS,2,2,2,0,0,0.004670253000000013,0.004670253000000013,0.006143265900000039,0.006274200380000042
580,9,RR,RS,2,2,2,0,0,0.0050576884999999905,0.0050576884999999905,0.006597136249999957,0.006733976049999955
581,9,RR,RS,2,2,2,0,0,0.004754270999999977,0.004754270999999977,0.005849783399999936,0.005947162279999933
582,9,RR,RS,2,2,2,0,0,0.0025136474999999936,0.0025136474999999936,0.0027001774499999464,0.0027167578899999424
583,9,RR,RS,2,1,2,1,1,0.05613966900000003,0.05613966900000003,0.10460731950000003,0.10891555510000005
584,9,RR,RS,2,2,2,0,0,0.002569523500000004,0.002569523500000004,0.002898349750000023,0.002927578750000025
585,9,RR,RS,2,2,2,0,0,0.008061527499999999,0.008061527499999999,0.008966477050000055,0.00904691701000006
44,9,RC,LU,2,2,0,0,0,0.012580794500000048,0.012580794500000048,0.01632705575000004,0.01666005675000004
45,9,RC,LU,2,2,2,0,0,0.006416402500000029,0.006416402500000029,0.008661230650000068,0.008860770930000072
46,9,RC,LU,2,2,2,0,0,0.006005372499999939,0.006005372499999939,0.007211817549999949,0.0073190571099999505
47,9,RC,LU,2,2,2,0,0,0.0035807880000000014,0.0035807880000000014,0.003958879800000032,0.003992487960000034
48,9,RC,LU,2,2,1,0,0,0.004609672499999995,0.004609672499999995,0.00556193954999995,0.005646585509999946
49,9,RC,LU,2,2,2,0,0,0.00605354349999998,0.00605354349999998,0.006727376649999983,0.006787272929999984
50,9,RC,LU,2,2,1,0,0,0.007299295999999955,0.007299295999999955,0.008165462299999954,0.008242454859999953
51,9,RC,LU,2,2,2,0,0,0.0056050094999999245,0.0056050094999999245,0.00780709304999993,0.00800283380999993
52,9,RC,LU,2,2,2,0,0,0.005927170500000023,0.005927170500000023,0.006396743250000026,0.006438483050000026
105,9,RR,LU,2,0,2,2,2,0.17163466500000002,0.17163466500000002,0.1961505219,0.19832970918
103,9,RR,LU,2,1,2,1,1,0.08172952349999996,0.08172952349999996,0.15095007374999994,0.15710301154999995
797,9,S,WS,2,2,2,0,0,0.006754997499999971,0.006754997499999971,0.009195098649999943,0.009411996529999942
743,9,RR,WS,2,2,2,0,0,0.005893328499999961,0.005893328499999961,0.006398524149999923,0.00644343042999992
530,9,RC,RS,2,2,2,0,0,0.0028420270000000247,0.0028420270000000247,0.0028647105999999754,0.002866726919999971
365,9,RC,PR,2,2,1,0,0,0.018151825499999996,0.018151825499999996,0.03034851434999995,0.03143266446999995
366,9,RC,PR,2,2,1,0,0,0.014904161500000013,0.014904161500000013,0.024330102250000006,0.025167963650000007
367,9,RC,PR,2,2,2,0,0,0.015366626999999994,0.015366626999999994,0.024730416899999965,0.025562753779999964
368,9,RC,PR,2,2,1,0,0,0.018628855499999986,0.018628855499999986,0.02717472585000003,0.027934358770000035
369,9,RC,PR,2,2,2,0,0,0.014177488500000057,0.014177488500000057,0.02220493275000002,0.02291848335000002
370,9,RC,PR,2,2,2,0,0,0.016516359499999994,0.016516359499999994,0.027919532749999976,0.028933148149999977
371,9,RC,PR,2,2,1,0,0,0.01927229499999994,0.01927229499999994,0.030281790699999964,0.03126041253999997
212,9,RC,NR,2,2,2,0,0,0.005172727499999974,0.005172727499999974,0.006517077749999989,0.0066365755499999905
211,9,RC,NR,2,2,2,0,0,0.0033196795000000057,0.0033196795000000057,0.003677330050000016,0.003709121210000017
210,9,RC,NR,2,2,2,0,0,0.012891726999999964,0.012891726999999964,0.017714653299999984,0.018143357859999983
209,9,RC,NR,2,2,2,0,0,0.003193810500000005,0.003193810500000005,0.0032950618499999807,0.0033040619699999784
208,9,RC,NR,2,2,2,0,0,0.004312159499999968,0.004312159499999968,0.005475298349999991,0.005578688469999993
531,9,RC,RS,2,2,2,0,0,0.009610622999999985,0.009610622999999985,0.015400696499999983,0.015915369699999984
207,9,RC,NR,2,2,2,0,0,0.0032711049999999964,0.0032711049999999964,0.0033584220999999747,0.003366183619999973
206,9,RC,NR,2,2,2,0,0,0.0037269934999999976,0.0037269934999999976,0.0037529508499999863,0.0037552581699999855
205,9,RC,NR,2,2,2,0,0,0.0034827264999999774,0.0034827264999999774,0.004307290749999954,0.004380585349999951
204,9,RC,NR,2,2,2,0,0,0.005833780500000052,0.005833780500000052,0.00879426345000005,0.00905741749000005
417,9,RR,PR,2,1,2,1,1,0.07737166899999998,0.07737166899999998,0.10622141739999995,0.10878583947999994
418,9,RR,PR,2,2,2,0,0,0.017929740000000027,0.017929740000000027,0.03019504530000002,0.031285294660000025
419,9,RR,PR,4,3,4,1,1,0.04200867450000001,0.02720309300000001,0.09772918439999999,0.10762779528
420,9,RR,PR,2,2,2,0,0,0.018185924500000006,0.018185924500000006,0.029741522649999994,0.030768686929999994
364,9,RC,PR,2,2,1,0,0,0.01635835049999998,0.01635835049999998,0.02518875314999999,0.02597367782999999
421,9,RR,PR,2,2,2,0,0,0.01523962550000002,0.01523962550000002,0.02618215085000006,0.027154819770000067
363,9,RC,PR,2,2,1,0,0,0.017224419499999977,0.017224419499999977,0.027686571649999967,0.02861654072999997
257,9,RR,NR,2,2,2,0,0,0.003664268500000012,0.003664268500000012,0.004573965549999992,0.00465482750999999
795,9,S,WS,2,2,2,0,0,0.003911217500000008,0.003911217500000008,0.0047912262500000025,0.004869449250000002
794,9,S,WS,2,2,2,0,0,0.004498404000000067,0.004498404000000067,0.006739035000000054,0.006938202200000053
793,9,S,WS,2,2,2,0,0,0.004091650999999974,0.004091650999999974,0.004338643399999964,0.004360598279999964
792,9,S,WS,2,2,2,0,0,0.0052526729999999855,0.0052526729999999855,0.006075766199999999,0.00614893004
791,9,S,WS,4,3,4,1,1,0.030328655500000024,0.0033959809999999924,0.09569304875,0.10869444095000001
790,9,S,WS,2,2,2,0,0,0.005559138999999991,0.005559138999999991,0.007075377099999996,0.007210153819999997
264,9,RR,NR,2,2,2,0,0,0.0032037719999999936,0.0032037719999999936,0.0034350864000000426,0.0034556476800000468
263,9,RR,NR,2,2,2,0,0,0.0031616469999999897,0.0031616469999999897,0.0032502600999999853,0.003258136819999985
262,9,RR,NR,2,2,2,0,0,0.0032118050000000675,0.0032118050000000675,0.0039256364000000874,0.003989088080000089
261,9,RR,NR,2,2,2,0,0,0.0034919365000000147,0.0034919365000000147,0.004455944950000034,0.004541634590000037
260,9,RR,NR,2,2,2,0,0,0.0033083805000000133,0.0033083805000000133,0.003493821450000015,0.003510305090000015
310,9,S,NR,2,2,2,0,0,0.005810067499999988,0.005810067499999988,0.006189370250000018,0.00622308605000002
311,9,S,NR,2,2,2,0,0,0.0038980470000000156,0.0038980470000000156,0.004912397400000029,0.00500256188000003
312,9,S,NR,2,1,2,1,1,0.05541451850000001,0.05541451850000001,0.10256039435000003,0.10675113887000004
313,9,S,NR,2,2,2,0,0,0.0034938999999999942,0.0034938999999999942,0.0035666550999999434,0.003573122219999939
314,9,S,NR,2,2,2,0,0,0.0032912754999999683,0.0032912754999999683,0.0037537625499999283,0.0037948725099999246
315,9,S,NR,2,2,2,0,0,0.004587108999999978,0.004587108999999978,0.005719677099999992,0.005820349819999994
316,9,S,NR,4,3,4,1,1,0.030447312500000004,0.005725783000000012,0.09237994779999997,0.10442790075999998
317,9,S,NR,2,2,2,0,0,0.0029823670000000413,0.0029823670000000413,0.0033250393000000046,0.003355499060000001
259,9,RR,NR,2,1,2,1,1,0.056210330500000016,0.056210330500000016,0.10303940545000005,0.10720198989000006
258,9,RR,NR,2,1,2,1,1,0.055869115,0.055869115,0.10430352759999999,0.10860880871999999
256,9,RR,NR,2,2,2,0,0,0.0035092184999999665,0.0035092184999999665,0.004096130549999933,0.004148300509999929
422,9,RR,PR,2,2,2,0,0,0.022580909499999968,0.022580909499999968,0.03647886205000001,0.037714235610000015
796,9,S,WS,2,2,2,0,0,0.006029710500000007,0.006029710500000007,0.007780924650000021,0.007936588130000023
424,9,RR,PR,2,2,2,0,0,0.021256025999999983,0.021256025999999983,0.036088623600000015,0.037407076720000015
476,9,S,PR,2,2,2,0,0,0.017888524000000017,0.017888524000000017,0.028969027900000038,0.02995396158000004
477,9,S,PR,2,1,2,1,1,0.07081188599999999,0.07081188599999999,0.10670132189999999,0.10989149397999999
745,9,RR,WS,2,1,2,1,1,0.058420481000000024,0.058420481000000024,0.10767290180000003,0.11205089476000003
744,9,RR,WS,2,0,2,2,2,0.11058661400000003,0.11058661400000003,0.11285996000000008,0.11306203520000009
685,9,RC,WS,2,2,2,0,0,0.0028746305000000305,0.0028746305000000305,0.0030422676500000854,0.0030571687300000906
742,9,RR,WS,2,2,2,0,0,0.004901378000000012,0.004901378000000012,0.005346571100000019,0.00538614382000002
741,9,RR,WS,2,2,2,0,0,0.004442137999999984,0.004442137999999984,0.005184598400000023,0.005250594880000027
740,9,RR,WS,2,1,2,1,1,0.05839099099999995,0.05839099099999995,0.10367279269999996,0.10769784173999997
739,9,RR,WS,2,1,2,1,1,0.05601581299999997,0.05601581299999997,0.10289347939999995,0.10706038307999995
738,9,RR,WS,2,2,2,0,0,0.0042638915000000055,0.0042638915000000055,0.004878701749999975,0.0049333515499999725
737,9,RR,WS,2,1,2,1,1,0.05700334949999997,0.05700334949999997,0.10534057964999993,0.10963722232999994
158,9,S,LU,2,1,2,1,1,0.071436834,0.071436834,0.1120430547,0.11565249654000001
157,9,S,LU,2,1,2,1,1,0.06847865650000007,0.06847865650000007,0.10466579215000006,0.10788242643000005
156,9,S,LU,2,2,2,0,0,0.008264170000000015,0.008264170000000015,0.009496186300000042,0.009605698860000044
155,9,S,LU,2,0,2,2,2,0.11835843350000003,0.11835843350000003,0.12438369905000007,0.12491927821000007
154,9,S,LU,2,2,2,0,0,0.007722182999999994,0.007722182999999994,0.010337322899999973,0.010569779779999972
153,9,S,LU,2,0,2,2,2,0.12966167099999998,0.12966167099999998,0.13666263059999997,0.13728493811999998
152,9,S,LU,2,2,2,0,0,0.006246454999999984,0.006246454999999984,0.007904718499999974,0.008052119699999973
151,9,S,LU,2,0,2,2,2,0.12553795549999996,0.12553795549999996,0.1258484946499999,0.1258760981299999
150,9,S,LU,2,1,2,1,1,0.06115566250000004,0.06115566250000004,0.11263313034999999,0.11720890526999998
523,9,RC,RS,2,2,2,0,0,0.0035706314999999766,0.0035706314999999766,0.00402555675000002,0.004065994550000024
524,9,RC,RS,2,2,2,0,0,0.0025333639999999824,0.0025333639999999824,0.003017148199999936,0.003060151239999932
525,9,RC,RS,2,2,2,0,0,0.004005225000000001,0.004005225000000001,0.004308480899999978,0.004335436979999976
526,9,RC,RS,2,2,2,0,0,0.003643961000000029,0.003643961000000029,0.0037490135000000147,0.0037583515000000132
527,9,RC,RS,2,2,2,0,0,0.0023425250000000397,0.0023425250000000397,0.002504978600000013,0.0025194189200000105
528,9,RC,RS,2,2,2,0,0,0.003632424500000009,0.003632424500000009,0.004154286349999992,0.00420067406999999
529,9,RC,RS,2,2,2,0,0,0.003673391499999956,0.003673391499999956,0.005150793249999957,0.005282117849999958
475,9,S,PR,2,1,2,1,1,0.09042728299999997,0.09042728299999997,0.10556385739999992,0.10690933067999991
423,9,RR,PR,2,2,2,0,0,0.0203148165,0.0203148165,0.02819391554999996,0.028894279909999956
686,9,RC,WS,2,2,2,0,0,0.003379448000000007,0.003379448000000007,0.004064491100000067,0.004125383820000073
474,9,S,PR,2,2,2,0,0,0.017546394999999937,0.017546394999999937,0.024250052199999955,0.024845932839999956
473,9,S,PR,2,1,2,1,1,0.07367155800000003,0.07367155800000003,0.10997801520000001,0.11320525584000002
472,9,S,PR,2,2,2,0,0,0.01669429799999994,0.01669429799999994,0.023629760099999925,0.024246245619999923
471,9,S,PR,2,1,2,1,1,0.07684633600000002,0.07684633600000002,0.11186060469999998,0.11497298413999998
470,9,S,PR,2,2,2,0,0,0.015681594500000007,0.015681594500000007,0.02603179564999997,0.02695181352999997
469,9,S,PR,2,2,2,0,0,0.04563517499999997,0.04563517499999997,0.08115131430000001,0.08430830446000002
2,10,RC,LU,2,2,0,0,0,0.01925095800000004,0.01925095800000004,0.026209976700000064,0.026828556140000067
9,10,RC,LU,4,4,2,0,0,0.005518948250000016,0.005072044499999984,0.007868973300000042,0.008130244260000044
749,10,S,WS,2,2,2,0,0,0.0023550159999999876,0.0023550159999999876,0.0027777567999999974,0.0028153337599999984
750,10,S,WS,2,1,2,1,1,0.057592838000000035,0.057592838000000035,0.10684408070000004,0.11122196894000004
751,10,S,WS,2,2,2,0,0,0.0027770430000000346,0.0027770430000000346,0.0031156860000000454,0.0031457876000000463
752,10,S,WS,2,1,2,1,1,0.05502297800000003,0.05502297800000003,0.10153073450000007,0.10566475730000006
753,10,S,WS,2,2,2,0,0,0.0061218834999999805,0.0061218834999999805,0.00934522765000001,0.009631747130000012
754,10,S,WS,2,2,2,0,0,0.003455962499999965,0.003455962499999965,0.0040576129500000165,0.004111092990000021
755,10,S,WS,2,2,2,0,0,0.002372205999999988,0.002372205999999988,0.0024937212999999515,0.0025045226599999483
756,10,S,WS,2,2,2,0,0,0.0026783664999999734,0.0026783664999999734,0.0031718873499999856,0.003215755869999987
8,10,RC,LU,2,2,1,0,0,0.007620397999999973,0.007620397999999973,0.011288022199999952,0.011614033239999952
7,10,RC,LU,2,2,1,0,0,0.01208655599999997,0.01208655599999997,0.018849208200000012,0.019450332840000015
6,10,RC,LU,2,2,0,0,0,0.010541846499999952,0.010541846499999952,0.011946210549999952,0.012071042909999953
5,10,RC,LU,2,2,2,0,0,0.014281204500000033,0.014281204500000033,0.021265443450000008,0.021886264690000008
1,10,RC,LU,2,2,1,0,0,0.013561583000000044,0.013561583000000044,0.02114038310000003,0.02181405422000003
55,10,RR,LU,2,0,2,2,2,0.10909816900000002,0.10909816900000002,0.10945586319999995,0.10948765823999994
695,10,RR,WS,2,2,2,0,0,0.0031810675000000233,0.0031810675000000233,0.0033353441500000415,0.003349057630000043
696,10,RR,WS,2,2,2,0,0,0.005342861000000004,0.005342861000000004,0.008019842600000007,0.008257796520000008
697,10,RR,WS,2,2,2,0,0,0.007263916500000023,0.007263916500000023,0.011306673750000029,0.01166602995000003
698,10,RR,WS,2,2,2,0,0,0.005276293999999959,0.005276293999999959,0.006447603499999966,0.006551719899999966
748,10,S,WS,2,2,2,0,0,0.004082546999999992,0.004082546999999992,0.00491364299999999,0.0049875181999999895
694,10,RR,WS,2,1,2,1,1,0.05775962700000001,0.05775962700000001,0.1060656168,0.11035948256
747,10,S,WS,2,2,2,0,0,0.0068625644999999735,0.0068625644999999735,0.01027687424999998,0.010580368449999981
700,10,RR,WS,2,2,2,0,0,0.004191662999999957,0.004191662999999957,0.0056895077999999264,0.005822649559999924
701,10,RR,WS,2,2,2,0,0,0.008475114000000006,0.008475114000000006,0.009933195899999997,0.010062803179999996
693,10,RR,WS,2,2,2,0,0,0.0030112505000000345,0.0030112505000000345,0.0036931395499999937,0.00375375190999999
56,10,RR,LU,2,1,2,1,1,0.057942248500000015,0.057942248500000015,0.10607215915000003,0.11035037343000002
702,10,RR,WS,2,2,2,0,0,0.005792472499999979,0.005792472499999979,0.007094287849999975,0.007210004769999975
3,10,RC,LU,2,2,2,0,0,0.009102663499999997,0.009102663499999997,0.010547915449999935,0.010676382289999928
4,10,RC,LU,2,2,1,0,0,0.009233422499999977,0.009233422499999977,0.010653730050000004,0.010779979610000007
699,10,RR,WS,2,1,2,1,1,0.05669737050000001,0.05669737050000001,0.10551531315000003,0.10985468583000003
54,10,RR,LU,2,1,2,1,1,0.057465488000000065,0.057465488000000065,0.10262566460000007,0.10663990252000008
274,10,S,NR,2,2,2,0,0,0.0029665410000000447,0.0029665410000000447,0.003016863600000086,0.0030213367200000894
58,10,RR,LU,2,2,2,0,0,0.012380745500000068,0.012380745500000068,0.015431300450000069,0.015702460890000068
222,10,RR,NR,2,1,2,1,1,0.056502671000000004,0.056502671000000004,0.10340962069999993,0.10757912733999993
221,10,RR,NR,2,1,2,1,1,0.055446476500000064,0.055446476500000064,0.10319807395000005,0.10744266039000006
220,10,RR,NR,2,2,2,0,0,0.003971696500000038,0.003971696500000038,0.005209954750000065,0.005320022150000067
219,10,RR,NR,2,2,2,0,0,0.003327600999999958,0.003327600999999958,0.003636435999999921,0.0036638879999999173
218,10,RR,NR,2,2,2,0,0,0.005507965999999975,0.005507965999999975,0.00574523119999999,0.005766321439999991
217,10,RR,NR,2,2,2,0,0,0.0035297115000000046,0.0035297115000000046,0.004357851450000047,0.004431463890000051
216,10,RR,NR,2,1,2,1,1,0.05626316849999999,0.05626316849999999,0.10492356705,0.10924893581
215,10,RR,NR,2,2,2,0,0,0.0036284775000000047,0.0036284775000000047,0.0038723599500000206,0.003894038390000022
214,10,RR,NR,2,2,2,0,0,0.004659863500000028,0.004659863500000028,0.006679418050000085,0.006858934010000091
426,10,S,PR,2,2,2,0,0,0.014070876500000051,0.014070876500000051,0.023099897450000084,0.023902477090000086
427,10,S,PR,2,2,2,0,0,0.013952095000000025,0.013952095000000025,0.022680913300000036,0.023456808260000038
428,10,S,PR,2,2,2,0,0,0.014359400500000008,0.014359400500000008,0.02385158935000003,0.024695339470000032
429,10,S,PR,2,2,2,0,0,0.014577765999999992,0.014577765999999992,0.023507008899999998,0.02430071938
430,10,S,PR,2,1,2,1,1,0.06635759350000003,0.06635759350000003,0.10255254115000001,0.10576986983
431,10,S,PR,2,2,2,0,0,0.014815687500000008,0.014815687500000008,0.024522611850000035,0.025385449570000038
432,10,S,PR,2,2,2,0,0,0.014067967000000015,0.014067967000000015,0.023630158300000047,0.02448013086000005
433,10,S,PR,2,1,2,1,1,0.06817448799999998,0.06817448799999998,0.10517248899999998,0.10846120019999998
434,10,S,PR,2,2,2,0,0,0.028862636999999997,0.028862636999999997,0.050980373699999984,0.052946394739999986
435,10,S,PR,2,2,2,0,0,0.013635550999999968,0.013635550999999968,0.023110919299999935,0.023953174259999935
169,10,RC,NR,2,2,2,0,0,0.007593940999999993,0.007593940999999993,0.011293260500000001,0.011622088900000003
479,10,RC,RS,2,2,2,0,0,0.0039058200000000043,0.0039058200000000043,0.003921948000000059,0.003923381600000064
480,10,RC,RS,2,2,2,0,0,0.004285296999999966,0.004285296999999966,0.005721210999999909,0.005848847799999905
481,10,RC,RS,4,4,4,0,0,0.004389918999999992,0.004690649000000047,0.0056227202499999455,0.0057210800499999295
223,10,RR,NR,2,2,2,0,0,0.002461005500000002,0.002461005500000002,0.002689272050000019,0.0027095624100000205
382,10,RR,PR,2,2,2,0,0,0.015790872999999983,0.015790872999999983,0.027263872299999995,0.028283694459999998
381,10,RR,PR,2,2,2,0,0,0.015317980499999995,0.015317980499999995,0.026009404950000037,0.02695975379000004
380,10,RR,PR,2,2,2,0,0,0.015308297499999957,0.015308297499999957,0.02424117234999996,0.025035205669999963
273,10,S,NR,2,2,2,0,0,0.0034961424999999935,0.0034961424999999935,0.0037634807500000283,0.0037872441500000314
272,10,S,NR,2,2,2,0,0,0.0024632385000000756,0.0024632385000000756,0.0027931978500000732,0.0028225275700000728
271,10,S,NR,2,2,2,0,0,0.0034095490000000117,0.0034095490000000117,0.0039623758000000954,0.004011515960000103
270,10,S,NR,2,2,2,0,0,0.005666967000000023,0.005666967000000023,0.007463066400000029,0.007622719680000029
269,10,S,NR,2,2,2,0,0,0.003413964500000005,0.003413964500000005,0.004182121249999995,0.004250401849999995
268,10,S,NR,2,2,2,0,0,0.003917281500000036,0.003917281500000036,0.004593695850000079,0.0046538215700000825
267,10,S,NR,2,2,2,0,0,0.0025059955000000245,0.0025059955000000245,0.0027100070499999685,0.0027281414099999636
266,10,S,NR,2,1,2,1,1,0.05390499999999998,0.05390499999999998,0.09992407270000002,0.10401465694000002
319,10,RC,PR,2,2,2,0,0,0.013823746500000011,0.013823746500000011,0.023142183150000013,0.023970488630000012
320,10,RC,PR,2,2,2,0,0,0.016688357000000043,0.016688357000000043,0.023272772299999998,0.023858053659999996
321,10,RC,PR,2,2,2,0,0,0.03890136150000001,0.03890136150000001,0.045119602350000024,0.045672334870000025
482,10,RC,RS,2,2,2,0,0,0.007269329500000032,0.007269329500000032,0.011536794249999992,0.011916124449999989
322,10,RC,PR,2,2,2,0,0,0.015362898999999985,0.015362898999999985,0.02286853989999996,0.02353570797999996
324,10,RC,PR,2,2,1,0,0,0.014490912000000022,0.014490912000000022,0.02486749080000003,0.02578985336000003
325,10,RC,PR,4,4,3,0,0,0.015671448749999983,0.016872868000000013,0.025803105899999974,0.02601600917999997
326,10,RC,PR,2,2,1,0,0,0.028355686000000047,0.028355686000000047,0.04920446770000006,0.05105769274000006
327,10,RC,PR,2,2,2,0,0,0.014436013000000025,0.014436013000000025,0.02395032070000003,0.024796036940000033
373,10,RR,PR,2,2,2,0,0,0.01651351450000005,0.01651351450000005,0.028341327550000066,0.02939268871000007
374,10,RR,PR,2,2,2,0,0,0.01743689300000001,0.01743689300000001,0.026137510699999998,0.026910898939999997
375,10,RR,PR,2,1,2,1,1,0.06384533849999996,0.06384533849999996,0.10000521674999996,0.10321942814999996
376,10,RR,PR,2,2,2,0,0,0.014490210000000003,0.014490210000000003,0.023742126299999982,0.02456451885999998
377,10,RR,PR,2,2,2,0,0,0.015521386500000012,0.015521386500000012,0.025911563850000017,0.02683513517000002
